"name","state","year_group"
"THREELINKS","KY","1950"
"THREEMILE","IL",""
"THREEWAY","VA","1950"
"THRELKEL","KY","1900"
"THRIFT","MD","1900"
"THRIFT","NC",""
"THRIFTON","OH",""
"THROCK","VA",""
"THRONDHEIM","MN",""
"THROWER","NC","1900"
"THRUSTON","KY","1900"
"THRUSTON","VA",""
"THULIA","VA",""
"THUMB LAKE","MI","1900"
"THUNDER","NC",""
"THUNDER BAY","MI",""
"THUNDER SWAMP","NC",""
"THURBER","IL","1900"
"THURBER","MI",""
"THURLOW","KY","1900"
NA,NA,""
"THURMAN","IL",""
"THURMAN","IN",""
"THURMAN","NC","1900"
"THURMAN","VA","1900"
"THURMAN","WI","1900"
"THURMAN","MI",""
NA,NA,""
"THURMOND","NC",""
NA,NA,""
"THURMOND","WV","1900"
NA,NA,""
"THURSDAY","WV","1950"
"THURSTON","MD","1900"
"THURSTON","NC","1900"
NA,NA,""
NA,NA,""
"THYRA","KY",""
"THYRA","KY",""
"TIBBETS","WI","1900"
"TIBBITT","IA",""
"TIBBOTVILLE","IA",""
"TIBITHA","VA","1900"
"TICE","IL","1900"
"TICE","KY","1900"
"TICE","VA",""
"TICHAVILLE","KY",""
"TICHENAL","WV",""
"TICHIGAN","WI",""
"TICK CREEK","NC",""
"TICK RUDGE","WV",""
"TICONIC","IA","1900"
"TIDALWAVE","KY","1900"
"TIDE","VA","1900"
"TIDEMILL","VA","1950"
"TIDEWATER","VA","1950"
"TIDEWATER","WV",""
"TIDEWELLS","VA","1900"
"TIEDTVILLE","IL","1900"
"TIETZVILLE","KY",""
"TIEVILLE","IA",""
"TIFFANY","WI","1900"
"TIFFANY CREEK","WI",""
NA,NA,""
"TIFFIN","MI",""
NA,NA,""
"TIGER","KY",""
"TIGER","NC","1900"
"TIGER","OH","1900"
"TIGER'S VALLEY","WV",""
NA,NA,""
"TIGERTOWN","WV",""
"TIGHT SQUEEZE","VA",""
"TIGNOR","VA","1950"
"TIGRIS","MI","1900"
"TILDA","VA","1900"
NA,NA,""
"TILDEN","IN","1900"
"TILDEN","KY","1900"
"TILDEN","MN",""
"TILDEN","NC","1900"
"TILDEN","WI",""
"TILDEN","WI","1900"
"TILDEN","MI",""
"TILETON","OH",""
"TILFORD","IL",""
"TILFORD","KY","1900"
"TILFORD","KY","1950"
NA,NA,""
"TILGHMANTON","MD",""
NA,NA,""
"TILL","MN",""
"TILLAR","VA",""
"TILLAR'S STORE","VA",""
NA,NA,""
NA,NA,""
"TILLIA","MN",""
"TILLIE","KY","1900"
"TILLINGHAST","WI",""
"TILLMAN","NC","1900"
"TILMAN","IN","1900"
"TILMONT","NC",""
"TILSONS MILL","VA","1900"
"TILTON","IL",""
"TILTON","KY","1900"
"TILTON","IA",""
"TILTON","IA","1900"
NA,NA,""
"TIM","VA","1900"
"TIMBER","IL","1850"
"TIMBER","IL","1900"
"TIMBER CREEK","IA","1850"
"TIMBER GROVE","VA","1850"
"TIMBER LAKE","MN",""
"TIMBER RIDGE","VA","1850"
"TIMBER RUN","OH",""
NA,NA,""
"TIMBERLAKE'S","KY","1850"
"TIMBERLAKE'S STORE","VA",""
"TIMBERLAND","NC","1900"
"TIMBERLAND","WI","1900"
"TIMBERTREE","VA",""
NA,NA,""
"TIMBERVILLE","OH",""
"TIMBO","VA",""
"TIME","IL","1900"
NA,NA,""
"TIMME","WI","1900"
"TIMMEL","IN",""
"TIMONIUM","MD","1850"
"TIMORE","VA",""
"TIMOS","IA",""
"TIMOTHY","IL","1900"
"TIMOTHY","NC",""
"TIMOTHY","NC","1900"
"TIMOTHY","VA","1900"
"TIMOTHY","WI","1900"
"TIN","NC",""
"TINA","KY","1950"
"TINA","WV",""
"TINCHER","WV",""
"TINDAHL","WI",""
"TINDAL","NC",""
"TINDALL","VA","1900"
"TINDALSVILLE","NC","1800"
"TING","KY","1900"
NA,NA,""
"TINKER","KY","1900"
"TINKER KNOB","VA","1850"
"TINKLING","VA","1900"
NA,NA,""
"TINNEY","OH","1900"
"TINSLEY","KY","1900"
"TINSLEYVILLE","VA",""
NA,NA,""
"TINVILLE","VA",""
"TINY","VA","1950"
"TIOGA","IA","1900"
NA,NA,""
"TIOGA","KY","1900"
"TIOGA","WI","1900"
NA,NA,""
"TIOSA","IN","1900"
"TIP","VA",""
"TIP TOP","KY","1900"
"TIPERS","VA",""
"TIPICANUNK","IN",""
"TIPLER","WI","1950"
NA,NA,""
"TIPPECANOE","IN",""
NA,NA,""
"TIPPECANOE","KY",""
"TIPPECANOE","NC","1900"
NA,NA,""
"TIPPECANOE CITY","OH","1900"
"TIPPECANOETOWN","IN",""
"TIPPERARY","IA",""
"TIPPETT","MD","1900"
"TIPPLE","WV",""
"TIPPLER","WV",""
"TIPPO","IA",""
NA,NA,""
NA,NA,""
"TIPTON","VA","1900"
"TIPTON","WV","1900"
NA,NA,""
"TIPTON","OH","1900"
"TIPTON GROVE","IA",""
"TIPTON HILL","NC","1950"
"TIPTONSPORT","IN",""
"TIPTOP","KY","1950"
"TIPTOP","NC","1900"
NA,NA,""
"TIPTOWN","IL",""
"TIRADE","WI",""
NA,NA,""
NA,NA,""
"TISCHIGAN","WI","1900"
"TISDALE","NC",""
"TISDALE","VA",""
NA,NA,""
"TISON","IL",""
"TITO","NC",""
NA,NA,""
"TITTABAWASSEE","MI",""
"TITUS","IA",""
"TITUS","IN","1900"
"TITUS","KY","1900"
"TITUS","VA",""
"TITUS","MI","1900"
"TITUS' STORE","OH",""
"TITUSVILLE","IN","1900"
"TIVERTON","OH","1850"
"TIVIS","VA","1950"
"TIVOLI","IA","1850"
"TIVOLI","MN",""
"TIWAPPITY","IL",""
"TOAD","WV",""
NA,NA,""
NA,NA,""
"TOBACCO","IL",""
"TOBACCO","KY",""
"TOBACCO","VA","1900"
"TOBACCO","MI",""
"TOBACCO PORT","KY",""
"TOBACCO ROW","VA","1850"
"TOBACCO STICK","MD","1850"
NA,NA,""
"TOBACCOVILLE","VA","1900"
"TOBASCO","OH","1900"
"TOBAX","VA","1900"
"TOBERMORY","NC",""
"TOBIAS","OH","1900"
"TOBINS","MD",""
"TOBINS HARBOR","MI",""
NA,NA,""
"TOBIQUE","MN","1950"
"TOBOSO","OH","1900"
"TOCSIN","IN","1900"
"TOCSIN","KY",""
"TODD","IN","1900"
"TODD","KY","1900"
NA,NA,""
"TODDS POINT","KY","1900"
"TODDS","OH","1900"
"TODD'S","VA",""
"TODD'S","VA","1850"
"TODD'S BRIDGE","VA",""
"TODD'S MILLS","IL",""
"TODD'S POINT","IL","1900"
"TODDS RUN","OH",""
NA,NA,""
"TODDVILLE","KY",""
NA,NA,""
"TOE RIVER","NC",""
"TOE RIVER","NC",""
"TOECANE","NC","1950"
"TOETERVILLE","IA","1900"
NA,NA,""
"TOGA","IN",""
"TOGA","VA","1900"
NA,NA,""
"TOIMI","MN",""
"TOISNOT","NC",""
"TOIVOLA","MN","1950"
NA,NA,""
"TOKA","VA","1900"
"TOKEN","VA",""
"TOKEN","WI","1900"
"TOKEN CREEK","WI",""
"TOKIO","IL",""
"TOKIO","MI","1900"
"TOKIO","OH","1900"
"TOLESTON","IN","1900"
"TOLA","VA","1900"
"TOLAND","WI",""
"TOLAND'S PRAIRIE","WI","1850"
"TOLARSVILLE","NC","1900"
"TOLBERT","WV",""
"TOLCHESTER BEACH","MD","1900"
NA,NA,""
"TOLEDO","IL","1850"
"TOLEDO","IL",""
NA,NA,""
"TOLEDO","IN","1900"
"TOLEDO","KY",""
"TOLEDO","KY","1900"
"TOLEDO","NC",""
"TOLEDO","NC",""
"TOLEDO","NC","1950"
"TOLEDO","WV",""
"TOLEDO","MI/OH",""
NA,NA,""
"TOLEDO BEACH","MI",""
"TOLER","KY","1950"
"TOLERANCE","IL",""
"TOLERS","NC","1900"
"TOLERSVILLE","VA","1850"
"TOLESBORO","KY","1850"
"TOLIMA","VA",""
"TOLIN","MN","1900"
"TOLIVER","IL","1900"
"TOLIVER","KY","1900"
"TOLIVER","NC","1950"
"TOLL","IN",""
"TOLL GATE","WV","1900"
NA,NA,""
"TOLLGATE","IN",""
NA,NA,""
"TOLONO","KY",""
"TOLSON","MD",""
NA,NA,""
"TOLUCA","IL",""
NA,NA,""
"TOLUCA","NC","1900"
"TOLUCA","VA","1900"
"TOM","IL","1900"
"TOM","KY",""
"TOM CORWIN","IA","1850"
"TOM CREEK","NC","1900"
NA,NA,""
NA,NA,""
NA,NA,""
"TOMAHAWK","VA","1900"
NA,NA,""
"TOMAHAWK","WV","1900"
"TOMAHAWK LAKE","WI",""
"TOMAHAWK LAKE","WI","1900"
"TOMAHAWK SPRINGS","WV","1850"
NA,NA,""
"TOMATOLA","NC",""
"TOMBS","VA","1900"
"TOMLINSON","IL","1900"
"TOMLINSON","WV",""
"TOMLINSON STATION","IL",""
"TOMLINSON'S","MD",""
"TOMOTLA","NC","1850"
"TOMPKINS","MI","1850"
"TOMPKINS","OH",""
NA,NA,""
"TOMPKINSVILLE","MD","1850"
"TOMREY","WV",""
"TOMS","KY","1900"
NA,NA,""
"TOMS CREEK","VA","1950"
"TOM'S CREEK","NC","1850"
"TOMSBURG","WV",""
"TOMSCREEK","KY","1900"
"TOMSONITE","MN",""
"TONCRAY","VA",""
"TONE","MI","1900"
"TONER","KY",""
"TONET","WI","1900"
"TONEY","IN","1850"
"TONEY","WV",""
"TONEYFORK","WV","1900"
"TONGS","KY","1900"
NA,NA,""
"TONICA STATION","IL",""
"TONIEVILLE","KY","1900"
"TONKA","MN","1900"
"TONKIN","MI",""
"TONNAR","WI","1900"
"TONNY","KY",""
"TONQUISH","MI","1900"
"TONTI","IL","1900"
NA,NA,""
"TONY","NC","1900"
"TONY","VA",""
NA,NA,""
"TOOKLAND","VA","1950"
"TOOLESBORO","IA","1850"
"TOOLEY","WV","1900"
"TOOL'S POINT","IA","1850"
"TOOMER","NC",""
"TOP","NC",""
"TOP OF ALLEGHANY","WV","1900"
"TOPAZ","MI","1950"
"TOPECO","VA","1900"
NA,NA,""
NA,NA,""
"TOPEKA","KY",""
"TOPHET","VA",""
"TOPHET","WV","1900"
"TOPIA","NC","1900"
NA,NA,""
"TOPINS GROVE","WV","1900"
NA,NA,""
"TOPNOT","NC","1900"
"TOPNOT","VA","1900"
NA,NA,""
"TOPSAIL","NC",""
"TOPSAIL SOUND","NC","1850"
"TOPSY","NC",""
"TOPSY","WV",""
"TOPTON","KY","1900"
NA,NA,""
"TOQUIN","MI","1900"
"TORAH","IA",""
"TORAH","MN","1900"
NA,NA,""
"TORCH LAKE","MI",""
"TORCH LAKE","MI","1900"
"TORCHLIGHT","KY",""
"TORDENSKJOLD","MN","1900"
"TOREGA","VA","1900"
"TORGERSON","MN",""
"TORIA","KY","1950"
"TORINO","IL",""
"TORNADO","WI","1900"
NA,NA,""
NA,NA,""
"TORONTO","IN","1850"
NA,NA,""
"TORONTO","OH",""
"TORPHY","WI",""
"TORPIN","MN",""
"TORRENT","KY","1900"
"TORUN","WI","1900"
"TORY CREEK","VA",""
"TOSHES","VA","1900"
"TOSON","WV","1900"
"TOSSNOT DEPOT","NC",""
"TOTARO","VA","1900"
"TOTO","IN","1900"
"TOTTEN","VA",""
"TOTTEN","WV",""
"TOTTEN","MI",""
"TOTTEN","OH",""
"TOTUSKEY","VA",""
NA,NA,""
"TOUDY","WV",""
"TOULMIN'S","OH",""
NA,NA,""
"TOULOUSE","KY","1950"
"TOULSON","MD","1900"
"TOURGEE","KY",""
"TOURISON","WV",""
"TOURISTVILLE","KY","1950"
"TOUSEY","KY","1900"
"TOUSEYTOWN","KY",""
"TOUSLEY","WI",""
"TOUSSAINT","OH",""
NA,NA,""
"TOWELL","VA","1900"
"TOWER","IN","1900"
NA,NA,""
NA,NA,""
"TOWER HILL","IA",""
NA,NA,""
"TOWER HILL","VA",""
"TOWER HILL","VA","1900"
"TOWER HILL","WI",""
"TOWER MINES","MN",""
"TOWERS","KY","1900"
"TOWERTOWN","IL",""
"TOWERVILLE","WI","1900"
"TOWLES","VA",""
"TOWN CENTRE","WI",""
"TOWN CREEK","MD","1850"
"TOWN CREEK","MD",""
"TOWN CREEK","VA",""
"TOWN FORK","OH",""
"TOWN HOUSE","VA","1850"
"TOWN HOUSE","MI","1900"
"TOWN LINE","IL",""
"TOWN MEETING HOUSE","KY",""
"TOWN SITE","MN",""
"TOWNCHESTER","WV",""
"TOWNCREEK","NC","1900"
"TOWNE","WI","1900"
"TOWNE","WV",""
"TOWNER","IA",""
"TOWNER LAKE","IA",""
"TOWNESVILLE","NC",""
"TOWNHOUSE","OH",""
"TOWNLEY","MI",""
"TOWNMOUNT","IL",""
"TOWNPOINT","MD","1900"
"TOWNS","MI","1900"
"TOWNSEND","KY",""
"TOWNSEND","NC","1900"
NA,NA,""
NA,NA,""
NA,NA,""
"TOWNSEND","OH","1850"
"TOWNSEND MILLS","WV",""
"TOWNSEND STATION","OH",""
"TOWNSEND'S STATION","DE",""
"TOWNSHEND","MD","1900"
"TOWNSVILLE","KY","1900"
NA,NA,""
"TOWNVILLE","MN",""
"TOWNWOOD","OH","1900"
"TOWSON","MD",""
"TOWSONTOWN","MD","1850"
"TOXAWAY","NC","1900"
"TOZO","NC",""
NA,NA,""
"TRACADIA","NC","1900"
"TRACE","KY","1900"
"TRACE","WV",""
"TRACE","WV",""
"TRACE","WV",""
"TRACE","OH",""
"TRACE FORK","KY",""
"TRACE FORK","VA",""
"TRACE FORK","WV",""
"TRACE FORK","WV",""
"TRACEBRANCH","KY",""
"TRACEFORK","KY","1900"
"TRACEWELL","IN","1900"
"TRACK","WV",""
"TRACKFORK","WV",""
"TRACOAL","WV",""
"TRACY","IA",""
NA,NA,""
"TRACY","IL",""
"TRACY","IL",""
"TRACY","IN","1850"
"TRACY","IN","1900"
"TRACY","KY","1900"
NA,NA,""
"TRACY","NC","1900"
"TRACY","WI",""
"TRACY","OH","1900"
"TRACY STATION","IN",""
"TRACY'S","KY",""
"TRADE","VA",""
"TRADE LAKE","WI","1900"
"TRADE RIVER","WI","1900"
"TRADE RIVER","WI",""
"TRADERS POINT","IN","1900"
"TRADERS","VA","1900"
"TRADERS POINT","IA",""
"TRADERSVILLE","OH","1850"
"TRADE'S HILL","NC","1850"
"TRADEWATER","KY",""
"TRADEWATER","KY","1900"
"TRADEWELLS GROVE","WI",""
"TRADING FORD","NC","1900"
NA,NA,""
NA,NA,""
"TRAFFIC","VA","1900"
NA,NA,""
"TRAIL","OH","1900"
"TRAIL BRANCH","NC","1900"
"TRAILRUN","OH","1900"
"TRAIN","WV",""
"TRAINER","WV",""
"TRAINER","OH",""
"TRAINOR","IN","1900"
"TRALEE","WV","1950"
NA,NA,""
"TRAMMEL","KY","1900"
"TRAMMEL","VA","1950"
"TRAMMEL CREEK","VA",""
"TRAMWAY","NC",""
"TRAMWAY","WI","1900"
"TRANQUILITY","OH","1850"
"TRANQUILITY","IA",""
"TRANQUILITY","NC","1850"
"TRANSIT","MN","1900"
"TRANSIT","WI",""
"TRANSIT","OH","1900"
"TRANSITVILLE","IN",""
"TRANSON","NC","1900"
"TRANSYLVANIA","OH",""
"TRANTUS","NC","1900"
"TRAP","KY",""
"TRAP","MD","1800"
"TRAP","VA",""
NA,NA,""
"TRAPP","VA","1900"
"TRAPP","WI",""
NA,NA,""
"TRAPPIST","KY","1950"
"TRASK","IN","1850"
"TRASKS FERRY","IL",""
NA,NA,""
"TRAUTMAN","OH",""
"TRAVELLERS REPOSE","WV","1850"
"TRAVELLERS REST","KY",""
"TRAVELLERS REST","KY","1900"
"TRAVELLER'S REST","KY",""
"TRAVELLER'S REST","VA",""
"TRAVERS","MN",""
"TRAVERS DES SIOUX","MN",""
"TRAVERSE","MN",""
"TRAVERSE","MN","1900"
"TRAVERSE BAY","MI",""
NA,NA,""
"TRAVILA","OH",""
"TRAVILAH","MD","1900"
"TRAVIS","IN",""
"TRAVIS","IN",""
"TRAVIS","KY","1900"
"TRAVIS","KY",""
"TRAVIS","VA","1900"
"TRAXLER","IA",""
"TRAYHORN'S STORE","WV",""
"TRAYLOR","KY",""
"TRAYLORSVILLE","VA","1850"
"TREADWAY","KY",""
"TREAKLES","VA","1900"
"TREATY","IN","1900"
"TREATY GROUNDS","IN",""
"TREATY GROUNDS","IN",""
"TREBEINS","OH","1900"
"TREDWAY","VA","1900"
"TREE","VA",""
"TREELAND","KY",""
"TREES POINT","VA",""
"TREETOP","NC","1900"
"TREGO","MD","1900"
"TREGO","VA","1900"
NA,NA,""
"TRELOW","VA","1900"
"TREMAINE","IA",""
"TREMAINVILLE","MI/OH",""
"TREMAINVILLE","OH","1850"
NA,NA,""
"TREMONT","IN",""
"TREMONT","KY","1950"
"TREMONT","OH","1850"
NA,NA,""
NA,NA,""
NA,NA,""
"TRENCH","KY","1900"
"TRENHOLM","VA","1900"
"TRENT","IA",""
"TRENT","KY","1950"
"TRENT","WV",""
"TRENT","MI","1900"
"TRENT BRIDGE","NC",""
"TRENT HALL","MD",""
"TRENTHAM","IA",""
"TRENTON","IA","1850"
"TRENTON","IA",""
"TRENTON","IL",""
"TRENTON","IL",""
NA,NA,""
"TRENTON","IN","1850"
NA,NA,""
"TRENTON","MD","1900"
"TRENTON","MN","1900"
NA,NA,""
"TRENTON","VA",""
"TRENTON","WI",""
NA,NA,""
NA,NA,""
"TRENTON CORNERS","WI","1850"
"TRENTON MILLS","VA","1900"
"TRENTON WORKS","OH",""
"TRESNER","IL","1900"
"TRESSEL","WV","1900"
"TREVANION","MD",""
"TREVILIAN'S DEPOT","VA","1850"
"TREVILIANS","VA","1900"
"TREVLAC","IN","1950"
"TREVOR","KY",""
NA,NA,""
NA,NA,""
"TRIADELPHIA","MD","1850"
NA,NA,""
"TRIADELPHIA","OH","1850"
"TRIANGLE","NC","1900"
"TRIANGLE","VA","1900"
NA,NA,""
"TRIBBEY","KY","1950"
"TRIBBLE","WV","1900"
"TRIBENS","MN",""
"TRIBUNE","KY","1900"
"TRICE","VA",""
"TRICES STORE","NC",""
"TRICKUM","KY",""
"TRIDE","VA","1900"
"TRIFORD","VA","1900"
"TRIGG","VA","1900"
"TRIGG FURNACE","KY","1900"
"TRILBY","IL",""
"TRILBY","KY",""
"TRILBY","NC","1900"
"TRILBY","VA","1900"
"TRILBY","WV",""
"TRILBY","OH",""
"TRILBY","OH","1900"
NA,NA,""
"TRILLYVILLE","WV",""
"TRIM BELLE","WI","1900"
"TRIM CREEK","IL",""
"TRIMBLE","IL","1900"
"TRIMBLE","KY","1900"
"TRIMBLE","VA","1900"
NA,NA,""
"TRIMBLE'S IRON WORKS","KY",""
"TRIMBLE'S MILLS","NC",""
"TRIMELLO","IA",""
NA,NA,""
"TRIMOUNTAIN","MI","1900"
"TRINE MILLS","NC",""
"TRINITY","IL",""
"TRINITY","IN",""
"TRINITY","KY","1900"
NA,NA,""
"TRINITY","VA","1900"
"TRINITY","DE","1900"
"TRINITY","OH","1900"
"TRINITY CHURCH","VA",""
"TRINITY COLLEGE","NC",""
"TRINITY SPRINGS","IN","1850"
"TRINKLE","VA",""
NA,NA,""
"TRIO","KY",""
"TRIO","NC","1900"
"TRIO CITY","OH",""
"TRIP","NC",""
"TRIPLET","KY","1900"
"TRIPLET","VA","1900"
"TRIPLETT","KY","1850"
NA,NA,""
"TRIPLETT","WV","1900"
NA,NA,""
NA,NA,""
"TRIPP","MN",""
"TRIPPET","IN",""
"TRIPPVILLE","WI","1900"
"TRIPTON","IN","1850"
"TRISLER","KY","1900"
"TRIST","MI","1900"
"TRISTAN","WV","1900"
NA,NA,""
"TRIUMPH","MD",""
"TRIUMPH","MN","1900"
"TRIUMPH","WI",""
"TRIUMPH","OH","1850"
"TRIUNE","WV","1900"
"TRIVETT","NC",""
NA,NA,""
"TRIX","VA",""
"TRIXIE","KY",""
"TRIXIE","KY","1950"
"TRIXIE","WV",""
"TROLLEY","VA",""
"TROLLINGER'S BRIDGE","NC",""
"TROMBLEY","MI",""
"TROMBLEY","OH","1900"
"TROMBLY","MI",""
"TROMLY","IL",""
"TROMMALD","MN","1950"
"TRONDJEM","MN","1900"
"TRONE","VA","1900"
"TRONNES","MN",""
NA,NA,""
NA,NA,""
"TROSTVILLE","WI",""
"TROSTVILLE","MI",""
"TROTTER","KY","1900"
"TROTVILLE","NC","1900"
"TROTWOOD","OH","1900"
"TROUBLESOME","KY","1900"
"TROUBLESOME","NC","1850"
"TROUBLESOME IRON WORKS","NC",""
"TROUT","KY","1900"
"TROUT","MN","1900"
"TROUT","NC",""
"TROUT","NC","1900"
"TROUT","WI",""
"TROUT","WI","1900"
"TROUT","WV","1900"
"TROUT BROOK","MN",""
"TROUT BROOK","WI",""
NA,NA,""
NA,NA,""
"TROUT LAKE","WI",""
NA,NA,""
"TROUT RIVER","IA",""
"TROUT RUN","WV","1850"
"TROUT VALLEY","WV",""
NA,NA,""
"TROUT'S","VA",""
"TROUTDALE","MI",""
"TROUTMAN","IL",""
NA,NA,""
"TROUTMANS","NC","1900"
"TROUTVILLE","MD","1900"
"TROWBRIDGE","IL","1900"
"TROWBRIDGE","WI",""
"TROWBRIDGE","MI",""
"TROWBRIDGE","MI","1900"
"TROWBRIDGE","OH","1900"
"TROWER","VA","1900"
"TROY","IA","1900"
NA,NA,""
NA,NA,""
"TROY","KY","1900"
"TROY","KY",""
"TROY","MN","1900"
NA,NA,""
NA,NA,""
"TROY","WI","1850"
NA,NA,""
NA,NA,""
NA,NA,""
"TROY CENTER","WI","1900"
"TROY CENTRE","WI","1850"
NA,NA,""
"TROY LAKES","WI","1850"
NA,NA,""
"TROY MILLS","IL","1850"
"TROY'S STORE","NC","1850"
"TROYTON","OH","1900"
"TROYVILLE","NC","1900"
"TRUAGO","MI",""
"TRUAX","IA",""
"TRUAX","WI",""
"TRUCKERS","VA",""
"TRUE","MN",""
"TRUE BLUE","VA",""
"TRUEBADA","WV","1900"
"TRUEBLUE","VA","1900"
NA,NA,""
"TRUESDELL","WI","1900"
"TRUESVILLE","KY","1900"
"TRUET","VA",""
"TRUEVINE","NC","1900"
NA,NA,""
"TRUHART","VA","1900"
"TRUITT","KY","1900"
"TRUITT","MD","1900"
"TRUITT","VA","1900"
"TRUITTS","MI","1900"
"TRUITT'S STORE","DE",""
"TRUITTSVILLE","KY","1850"
NA,NA,""
"TRUMAN","WI","1900"
"TRUMANDALE","OH",""
"TRUMANS POINT","MD",""
"TRUMBULL","IL",""
"TRUMBULL","IL","1900"
"TRUMBULL","OH","1850"
"TRUMBULLS MILLS","OH",""
"TRUMP","MD","1900"
"TRUMP","OH",""
"TRUMPO","OH",""
"TRUNNELTON","KY",""
NA,NA,""
"TRURO","IL","1850"
"TRURO","OH","1900"
"TRUST","KY",""
"TRUST","NC","1900"
"TRUTH","NC","1900"
"TRUVINE","NC",""
"TRUXILLO","VA","1900"
"TRUXTON","IL","1850"
"TRUXVILLE","OH",""
"TRYME","VA",""
NA,NA,""
"TRYON CITY","NC",""
"TRYONS GROVE","IL",""
"TRYPHOSA","NC",""
"TUAN","VA","1900"
"TUB","KY",""
"TUBBSVILLE","OH","1900"
"TUCK","KY","1900"
"TUCKAHOE","KY","1900"
"TUCKAHOE","MD",""
"TUCKAHOE","MD",""
"TUCKAHOE","NC","1850"
"TUCKAHOE","VA","1850"
"TUCKAHOE","WV","1900"
"TUCKASAGA","NC","1850"
NA,NA,""
"TUCKASEIGEE","NC","1900"
"TUCKER","IL","1900"
"TUCKER","KY","1900"
"TUCKER","NC",""
"TUCKER","VA","1900"
"TUCKER","WV","1900"
"TUCKER HILL","VA","1900"
"TUCKERDALE","NC","1950"
"TUCKERS CREEK","WV",""
"TUCKERSVILLE","IN",""
"TUCKERTOWN","IN","1900"
"TUCKERTOWN","NC",""
"TUCKERVILLE","WI",""
"TUCSON","OH","1900"
"TUDELL","WV",""
"TUDOR","MN",""
"TUDOR","VA",""
"TUDOR HALL","VA",""
"TUG","KY",""
"TUG","KY",""
"TUG","VA","1900"
"TUG","WV",""
"TUG RIVER","VA","1850"
"TUG RIVER","WV","1850"
"TUGGLES GAP","VA","1900"
"TUGGLEVILLE","KY",""
"TUGWELL","NC",""
"TULA","VA",""
"TULA","MI",""
"TULGA","KY",""
"TULIN","NC","1900"
"TULIP","IN","1900"
"TULIP","KY","1900"
"TULIP","NC","1900"
"TULIP","VA","1900"
"TULIP","WV",""
"TULIP","OH","1900"
"TULLS CORNER","MD","1900"
"TULLAMORE","IL",""
"TULLER","MN",""
"TULLS","NC","1900"
"TULLS CREEK","NC","1850"
"TULLY","OH",""
"TULU","NC",""
"TULULA","NC","1900"
"TUMBEZ","VA","1900"
"TUMBLING CREEK","VA",""
"TUMULI","MN",""
"TUNGSTEN","NC","1950"
"TUNIS","IA",""
"TUNIS","KY",""
"TUNIS","NC","1900"
"TUNIS","VA",""
"TUNIS","VA","1900"
"TUNIS MILLS","MD","1900"
"TUNKEL","NC",""
"TUNKER","IN","1900"
"TUNNEL","IA",""
"TUNNEL","IN",""
"TUNNEL","NC",""
"TUNNEL","NC",""
"TUNNEL","VA",""
"TUNNEL","VA",""
"TUNNEL","OH","1900"
NA,NA,""
NA,NA,""
"TUNNEL HILL","KY","1900"
"TUNNEL HILL","NC",""
"TUNNEL HILL","OH",""
"TUNNEL HILL","OH","1900"
"TUNNEL MILL","KY",""
"TUNNEL NO. 3","WI",""
"TUNNEL SIDING","IL",""
"TUNNELL","MD",""
"TUNNELL'S STORE","DE","1850"
NA,NA,""
NA,NA,""
"TUNSTALL","VA","1900"
"TUPELO","VA",""
NA,NA,""
"TUR","KY","1900"
"TURBEVILLE","VA","1900"
NA,NA,""
"TURIN","KY",""
"TURIN","VA",""
"TURIN","MI","1900"
"TURK","KY",""
"TURKEY","KY","1900"
NA,NA,""
"TURKEY","WV","1900"
"TURKEY","WV",""
"TURKEY","OH","1900"
"TURKEY COVE","NC","1850"
"TURKEY CREEK","IN",""
NA,NA,""
"TURKEY CREEK","NC","1850"
"TURKEY FOOT","KY","1850"
"TURKEY FOOT","OH",""
"TURKEY GROVE","IA",""
"TURKEY GROVE","WI","1850"
"TURKEY KNOB","WV",""
"TURKEY RIVER","IA","1900"
"TURKEY RUN","WV",""
"TURKEY TAIL","NC",""
"TURKEYCOVE","VA","1850"
"TURKEYCREEK","IN",""
"TURLEY","KY",""
"TURLINGTON","NC","1900"
"TURLOCK","KY","1900"
"TURMAN","VA","1900"
"TURMAN'S CREEK","IN","1850"
"TURMAN'S FERRY","KY","1850"
"TURNAGE","NC","1900"
"TURNBRIDGE","IL",""
"TURNBULL","VA","1900"
"TURNER","IA",""
"TURNER","IA","1900"
"TURNER","IL",""
"TURNER","IN","1900"
"TURNER","KY",""
"TURNER","VA","1850"
NA,NA,""
"TURNER","OH",""
"TURNER","OH",""
"TURNER PARK","IL",""
"TURNERS","NC","1900"
"TURNER'S","VA",""
"TURNER'S CROSS ROAD","NC",""
"TURNER'S MILL","VA",""
"TURNERS MILLS","OH",""
"TURNER'S MILLS","NC",""
"TURNERS MOUNTAIN","NC","1900"
NA,NA,""
"TURNER'S STORE","NC",""
"TURNER'S STORE","VA","1850"
NA,NA,""
"TURNERSPORT","MI",""
"TURNERSVILLE","KY","1900"
"TURNOUT","NC",""
"TURNOUT","NC",""
"TURNPIKE","NC","1900"
"TURPIE","IN",""
"TURPIN","VA","1950"
"TURPVILLE","MN",""
"TURTLE","MI",""
"TURTLE CREEK","WI",""
NA,NA,""
"TURTLE CREEK","OH",""
"TURTLE LAKE","MN",""
NA,NA,""
"TURTLE LAKE","MI","1900"
"TURTLE RIVER","MN","1900"
"TURTLE ROCK","VA","1900"
"TURTLETOWN","NC","1850"
NA,NA,""
"TUSCARORA","IA","1850"
NA,NA,""
"TUSCARORA","NC","1900"
"TUSCARORA","MI",""
